ufname;ufid;meso;citie
PA;15;Mesorregião do Sudeste Paraense;Tucuruí
PA;15;Mesorregião do Sudeste Paraense;Abel Figueiredo
PA;15;Mesorregião do Sudeste Paraense;Bom Jesus do Tocantins
PA;15;Mesorregião do Sudeste Paraense;Dom Eliseu
PA;15;Mesorregião do Sudeste Paraense;Goianésia do Pará
PA;15;Mesorregião do Sudeste Paraense;Paragominas
PA;15;Mesorregião do Sudeste Paraense;Rondon do Pará
PA;15;Mesorregião do Sudeste Paraense;Ulianópolis
PA;15;Mesorregião do Sudeste Paraense;Bannach
PA;15;Mesorregião do Sudeste Paraense;Cumaru do Norte
PA;15;Mesorregião do Sudeste Paraense;Ourilândia do Norte
PA;15;Mesorregião do Sudeste Paraense;São Félix do Xingu
PA;15;Mesorregião do Sudeste Paraense;Tucumã
PA;15;Mesorregião do Sudeste Paraense;Água Azul do Norte
PA;15;Mesorregião do Sudeste Paraense;Canaã dos Carajás
PA;15;Mesorregião do Sudeste Paraense;Curionópolis
PA;15;Mesorregião do Sudeste Paraense;Eldorado do Carajás
PA;15;Mesorregião do Sudeste Paraense;Parauapebas
PA;15;Mesorregião do Sudeste Paraense;Brejo Grande do Araguaia
PA;15;Mesorregião do Sudeste Paraense;Marabá
PA;15;Mesorregião do Sudeste Paraense;Palestina do Pará
PA;15;Mesorregião do Sudeste Paraense;São Domingos do Araguaia
PA;15;Mesorregião do Sudeste Paraense;São João do Araguaia
PA;15;Mesorregião do Sudeste Paraense;Pau-d'Arco
PA;15;Mesorregião do Sudeste Paraense;Piçarra
PA;15;Mesorregião do Sudeste Paraense;Redenção
PA;15;Mesorregião do Sudeste Paraense;Rio Maria
PA;15;Mesorregião do Sudeste Paraense;São Geraldo do Araguaia
PA;15;Mesorregião do Sudeste Paraense;Sapucaia
PA;15;Mesorregião do Sudeste Paraense;Xinguara
PA;15;Mesorregião do Sudeste Paraense;Conceição do Araguaia
PA;15;Mesorregião do Sudeste Paraense;Floresta do Araguaia
PA;15;Mesorregião do Sudeste Paraense;Santa Maria das Barreiras
PA;15;Mesorregião do Sudeste Paraense;Santana do Araguaia
