ufname;ufid;meso;citie
PR;41;Mesorregião do Norte Central Paranaense;Munhoz de Mello
PR;41;Mesorregião do Norte Central Paranaense;Nossa Senhora das Graças
PR;41;Mesorregião do Norte Central Paranaense;Nova Esperança
PR;41;Mesorregião do Norte Central Paranaense;Presidente Castelo Branco
PR;41;Mesorregião do Norte Central Paranaense;Santa Fé
PR;41;Mesorregião do Norte Central Paranaense;Santa Inês
PR;41;Mesorregião do Norte Central Paranaense;Santo Inácio
PR;41;Mesorregião do Norte Central Paranaense;Uniflor
PR;41;Mesorregião do Norte Central Paranaense;Alvorada do Sul
PR;41;Mesorregião do Norte Central Paranaense;Bela Vista do Paraíso
PR;41;Mesorregião do Norte Central Paranaense;Florestópolis
PR;41;Mesorregião do Norte Central Paranaense;Miraselva
PR;41;Mesorregião do Norte Central Paranaense;Porecatu
PR;41;Mesorregião do Norte Central Paranaense;Prado Ferreira
PR;41;Mesorregião do Norte Central Paranaense;Primeiro de Maio
PR;41;Mesorregião do Norte Central Paranaense;Sertanópolis
PR;41;Mesorregião do Norte Central Paranaense;Doutor Camargo
PR;41;Mesorregião do Norte Central Paranaense;Floraí
PR;41;Mesorregião do Norte Central Paranaense;Floresta
PR;41;Mesorregião do Norte Central Paranaense;Itambé
PR;41;Mesorregião do Norte Central Paranaense;Ivatuba
PR;41;Mesorregião do Norte Central Paranaense;Ourizona
PR;41;Mesorregião do Norte Central Paranaense;São Jorge do Ivaí
PR;41;Mesorregião do Norte Central Paranaense;Mandaguari
PR;41;Mesorregião do Norte Central Paranaense;Marialva
PR;41;Mesorregião do Norte Central Paranaense;Maringá
PR;41;Mesorregião do Norte Central Paranaense;Paiçandu
PR;41;Mesorregião do Norte Central Paranaense;Sarandi
PR;41;Mesorregião do Norte Central Paranaense;Apucarana
PR;41;Mesorregião do Norte Central Paranaense;Arapongas
PR;41;Mesorregião do Norte Central Paranaense;Califórnia
PR;41;Mesorregião do Norte Central Paranaense;Cambira
PR;41;Mesorregião do Norte Central Paranaense;Jandaia do Sul
PR;41;Mesorregião do Norte Central Paranaense;Marilândia do Sul
PR;41;Mesorregião do Norte Central Paranaense;Mauá da Serra
PR;41;Mesorregião do Norte Central Paranaense;Novo Itacolomi
PR;41;Mesorregião do Norte Central Paranaense;Sabáudia
PR;41;Mesorregião do Norte Central Paranaense;Cambé
PR;41;Mesorregião do Norte Central Paranaense;Ibiporã
PR;41;Mesorregião do Norte Central Paranaense;Londrina
PR;41;Mesorregião do Norte Central Paranaense;Pitangueiras
PR;41;Mesorregião do Norte Central Paranaense;Rolândia
PR;41;Mesorregião do Norte Central Paranaense;Tamarana
PR;41;Mesorregião do Norte Central Paranaense;Bom Sucesso
PR;41;Mesorregião do Norte Central Paranaense;Borrazópolis
PR;41;Mesorregião do Norte Central Paranaense;Cruzmaltina
PR;41;Mesorregião do Norte Central Paranaense;Faxinal
PR;41;Mesorregião do Norte Central Paranaense;Kaloré
PR;41;Mesorregião do Norte Central Paranaense;Marumbi
PR;41;Mesorregião do Norte Central Paranaense;Rio Bom
PR;41;Mesorregião do Norte Central Paranaense;Arapuã
PR;41;Mesorregião do Norte Central Paranaense;Ariranha do Ivaí
PR;41;Mesorregião do Norte Central Paranaense;Cândido de Abreu
PR;41;Mesorregião do Norte Central Paranaense;Godoy Moreira
PR;41;Mesorregião do Norte Central Paranaense;Grandes Rios
PR;41;Mesorregião do Norte Central Paranaense;Ivaiporã
PR;41;Mesorregião do Norte Central Paranaense;Jardim Alegre
PR;41;Mesorregião do Norte Central Paranaense;Lidianópolis
PR;41;Mesorregião do Norte Central Paranaense;Lunardelli
PR;41;Mesorregião do Norte Central Paranaense;Manoel Ribas
PR;41;Mesorregião do Norte Central Paranaense;Nova Tebas
PR;41;Mesorregião do Norte Central Paranaense;Rio Branco do Ivaí
PR;41;Mesorregião do Norte Central Paranaense;Rosário do Ivaí
PR;41;Mesorregião do Norte Central Paranaense;São João do Ivaí
PR;41;Mesorregião do Norte Central Paranaense;São Pedro do Ivaí
PR;41;Mesorregião do Norte Pioneiro Paranaense;Assaí
PR;41;Mesorregião do Norte Pioneiro Paranaense;Jataizinho
PR;41;Mesorregião do Norte Pioneiro Paranaense;Nova Santa Bárbara
PR;41;Mesorregião do Norte Pioneiro Paranaense;Rancho Alegre
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santa Cecília do Pavão
PR;41;Mesorregião do Norte Pioneiro Paranaense;São Jerônimo da Serra
PR;41;Mesorregião do Norte Pioneiro Paranaense;São Sebastião da Amoreira
PR;41;Mesorregião do Norte Pioneiro Paranaense;Uraí
PR;41;Mesorregião do Norte Pioneiro Paranaense;Abatiá
PR;41;Mesorregião do Norte Pioneiro Paranaense;Andirá
PR;41;Mesorregião do Norte Pioneiro Paranaense;Bandeirantes
PR;41;Mesorregião do Norte Pioneiro Paranaense;Congonhinhas
PR;41;Mesorregião do Norte Pioneiro Paranaense;Cornélio Procópio
PR;41;Mesorregião do Norte Pioneiro Paranaense;Itambaracá
PR;41;Mesorregião do Norte Pioneiro Paranaense;Leópolis
PR;41;Mesorregião do Norte Pioneiro Paranaense;Nova América da Colina
PR;41;Mesorregião do Norte Pioneiro Paranaense;Nova Fátima
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santa Amélia
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santa Mariana
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santo Antônio do Paraíso
PR;41;Mesorregião do Norte Pioneiro Paranaense;Sertaneja
PR;41;Mesorregião do Norte Pioneiro Paranaense;Ribeirão do Pinhal
PR;41;Mesorregião do Norte Pioneiro Paranaense;Barra do Jacaré
PR;41;Mesorregião do Norte Pioneiro Paranaense;Cambará
PR;41;Mesorregião do Norte Pioneiro Paranaense;Jacarezinho
PR;41;Mesorregião do Norte Pioneiro Paranaense;Jundiaí do Sul
PR;41;Mesorregião do Norte Pioneiro Paranaense;Ribeirão Claro
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santo Antônio da Platina
PR;41;Mesorregião do Norte Pioneiro Paranaense;Conselheiro Mairinck
PR;41;Mesorregião do Norte Pioneiro Paranaense;Curiúva
PR;41;Mesorregião do Norte Pioneiro Paranaense;Figueira
PR;41;Mesorregião do Norte Pioneiro Paranaense;Ibaiti
PR;41;Mesorregião do Norte Pioneiro Paranaense;Jaboti
PR;41;Mesorregião do Norte Pioneiro Paranaense;Japira
PR;41;Mesorregião do Norte Pioneiro Paranaense;Pinhalão
PR;41;Mesorregião do Norte Pioneiro Paranaense;Sapopema
PR;41;Mesorregião do Norte Pioneiro Paranaense;Carlópolis
PR;41;Mesorregião do Norte Pioneiro Paranaense;Guapirama
PR;41;Mesorregião do Norte Pioneiro Paranaense;Joaquim Távora
PR;41;Mesorregião do Norte Pioneiro Paranaense;Quatiguá
PR;41;Mesorregião do Norte Pioneiro Paranaense;Salto do Itararé
PR;41;Mesorregião do Norte Pioneiro Paranaense;Santana do Itararé
PR;41;Mesorregião do Norte Pioneiro Paranaense;São José da Boa Vista
PR;41;Mesorregião do Norte Pioneiro Paranaense;Siqueira Campos
PR;41;Mesorregião do Norte Pioneiro Paranaense;Tomazina
PR;41;Mesorregião do Norte Pioneiro Paranaense;Wenceslau Braz
PR;41;Mesorregião do Centro Oriental Paranaense;Imbaú
PR;41;Mesorregião do Centro Oriental Paranaense;Ortigueira
PR;41;Mesorregião do Centro Oriental Paranaense;Reserva
PR;41;Mesorregião do Centro Oriental Paranaense;Telêmaco Borba
PR;41;Mesorregião do Centro Oriental Paranaense;Tibagi
PR;41;Mesorregião do Centro Oriental Paranaense;Ventania
PR;41;Mesorregião do Centro Oriental Paranaense;Arapoti
PR;41;Mesorregião do Centro Oriental Paranaense;Jaguariaíva
PR;41;Mesorregião do Centro Oriental Paranaense;Piraí do Sul
PR;41;Mesorregião do Centro Oriental Paranaense;Sengés
PR;41;Mesorregião do Centro Oriental Paranaense;Carambeí
PR;41;Mesorregião do Centro Oriental Paranaense;Castro
PR;41;Mesorregião do Centro Oriental Paranaense;Palmeira
PR;41;Mesorregião do Centro Oriental Paranaense;Ponta Grossa
PR;41;Mesorregião do Oeste Paranaense;Assis Chateaubriand
PR;41;Mesorregião do Oeste Paranaense;Diamante d'Oeste
PR;41;Mesorregião do Oeste Paranaense;Entre Rios do Oeste
PR;41;Mesorregião do Oeste Paranaense;Formosa do Oeste
PR;41;Mesorregião do Oeste Paranaense;Guaíra
PR;41;Mesorregião do Oeste Paranaense;Iracema do Oeste
PR;41;Mesorregião do Oeste Paranaense;Jesuítas
PR;41;Mesorregião do Oeste Paranaense;Marechal Cândido Rondon
PR;41;Mesorregião do Oeste Paranaense;Maripá
PR;41;Mesorregião do Oeste Paranaense;Mercedes
PR;41;Mesorregião do Oeste Paranaense;Nova Santa Rosa
PR;41;Mesorregião do Oeste Paranaense;Ouro Verde do Oeste
PR;41;Mesorregião do Oeste Paranaense;Palotina
PR;41;Mesorregião do Oeste Paranaense;Pato Bragado
PR;41;Mesorregião do Oeste Paranaense;Quatro Pontes
PR;41;Mesorregião do Oeste Paranaense;Santa Helena
PR;41;Mesorregião do Oeste Paranaense;São José das Palmeiras
PR;41;Mesorregião do Oeste Paranaense;São Pedro do Iguaçu
PR;41;Mesorregião do Oeste Paranaense;Terra Roxa
PR;41;Mesorregião do Oeste Paranaense;Toledo
PR;41;Mesorregião do Oeste Paranaense;Tupãssi
PR;41;Mesorregião do Oeste Paranaense;Anahy
PR;41;Mesorregião do Oeste Paranaense;Boa Vista da Aparecida
PR;41;Mesorregião do Oeste Paranaense;Braganey
PR;41;Mesorregião do Oeste Paranaense;Cafelândia
PR;41;Mesorregião do Oeste Paranaense;Campo Bonito
PR;41;Mesorregião do Oeste Paranaense;Capitão Leônidas Marques
PR;41;Mesorregião do Oeste Paranaense;Cascavel
PR;41;Mesorregião do Oeste Paranaense;Catanduvas
PR;41;Mesorregião do Oeste Paranaense;Corbélia
PR;41;Mesorregião do Oeste Paranaense;Diamante do Sul
PR;41;Mesorregião do Oeste Paranaense;Guaraniaçu
PR;41;Mesorregião do Oeste Paranaense;Ibema
PR;41;Mesorregião do Oeste Paranaense;Iguatu
PR;41;Mesorregião do Oeste Paranaense;Lindoeste
PR;41;Mesorregião do Oeste Paranaense;Nova Aurora
PR;41;Mesorregião do Oeste Paranaense;Santa Lúcia
PR;41;Mesorregião do Oeste Paranaense;Santa Tereza do Oeste
PR;41;Mesorregião do Oeste Paranaense;Três Barras do Paraná
PR;41;Mesorregião do Oeste Paranaense;Céu Azul
PR;41;Mesorregião do Oeste Paranaense;Foz do Iguaçu
PR;41;Mesorregião do Oeste Paranaense;Itaipulândia
PR;41;Mesorregião do Oeste Paranaense;Matelândia
PR;41;Mesorregião do Oeste Paranaense;Medianeira
PR;41;Mesorregião do Oeste Paranaense;Missal
PR;41;Mesorregião do Oeste Paranaense;Ramilândia
PR;41;Mesorregião do Oeste Paranaense;Santa Terezinha de Itaipu
PR;41;Mesorregião do Oeste Paranaense;São Miguel do Iguaçu
PR;41;Mesorregião do Oeste Paranaense;Serranópolis do Iguaçu
PR;41;Mesorregião do Oeste Paranaense;Vera Cruz do Oeste
PR;41;Mesorregião do Sudoeste Paranaense;Ampére
PR;41;Mesorregião do Sudoeste Paranaense;Bela Vista da Caroba
PR;41;Mesorregião do Sudoeste Paranaense;Capanema
PR;41;Mesorregião do Sudoeste Paranaense;Pérola d'Oeste
PR;41;Mesorregião do Sudoeste Paranaense;Planalto
PR;41;Mesorregião do Sudoeste Paranaense;Pranchita
PR;41;Mesorregião do Sudoeste Paranaense;Realeza
PR;41;Mesorregião do Sudoeste Paranaense;Santa Izabel do Oeste
PR;41;Mesorregião do Sudoeste Paranaense;Barracão
PR;41;Mesorregião do Sudoeste Paranaense;Boa Esperança do Iguaçu
PR;41;Mesorregião do Sudoeste Paranaense;Bom Jesus do Sul
PR;41;Mesorregião do Sudoeste Paranaense;Cruzeiro do Iguaçu
PR;41;Mesorregião do Sudoeste Paranaense;Dois Vizinhos
PR;41;Mesorregião do Sudoeste Paranaense;Enéas Marques
PR;41;Mesorregião do Sudoeste Paranaense;Flor da Serra do Sul
PR;41;Mesorregião do Sudoeste Paranaense;Francisco Beltrão
PR;41;Mesorregião do Sudoeste Paranaense;Manfrinópolis
PR;41;Mesorregião do Sudoeste Paranaense;Marmeleiro
PR;41;Mesorregião do Sudoeste Paranaense;Nova Esperança do Sudoeste
PR;41;Mesorregião do Sudoeste Paranaense;Nova Prata do Iguaçu
PR;41;Mesorregião do Sudoeste Paranaense;Pinhal de São Bento
PR;41;Mesorregião do Sudoeste Paranaense;Renascença
PR;41;Mesorregião do Sudoeste Paranaense;Salgado Filho
PR;41;Mesorregião do Sudoeste Paranaense;Salto do Lontra
PR;41;Mesorregião do Sudoeste Paranaense;Santo Antônio do Sudoeste
PR;41;Mesorregião do Sudoeste Paranaense;São Jorge d'Oeste
PR;41;Mesorregião do Sudoeste Paranaense;Verê
PR;41;Mesorregião do Sudoeste Paranaense;Bom Sucesso do Sul
PR;41;Mesorregião do Sudoeste Paranaense;Chopinzinho
PR;41;Mesorregião do Sudoeste Paranaense;Coronel Vivida
PR;41;Mesorregião do Sudoeste Paranaense;Itapejara d'Oeste
PR;41;Mesorregião do Sudoeste Paranaense;Mariópolis
PR;41;Mesorregião do Sudoeste Paranaense;Pato Branco
PR;41;Mesorregião do Sudoeste Paranaense;São João
PR;41;Mesorregião do Sudoeste Paranaense;Saudade do Iguaçu
PR;41;Mesorregião do Sudoeste Paranaense;Sulina
PR;41;Mesorregião do Sudoeste Paranaense;Vitorino
PR;41;Mesorregião do Centro-Sul Paranaense;Boa Ventura de São Roque
PR;41;Mesorregião do Centro-Sul Paranaense;Laranjal
PR;41;Mesorregião do Centro-Sul Paranaense;Mato Rico
PR;41;Mesorregião do Centro-Sul Paranaense;Palmital
PR;41;Mesorregião do Centro-Sul Paranaense;Pitanga
PR;41;Mesorregião do Centro-Sul Paranaense;Santa Maria do Oeste
PR;41;Mesorregião do Centro-Sul Paranaense;Campina do Simão
PR;41;Mesorregião do Centro-Sul Paranaense;Candói
PR;41;Mesorregião do Centro-Sul Paranaense;Cantagalo
PR;41;Mesorregião do Centro-Sul Paranaense;Espigão Alto do Iguaçu
PR;41;Mesorregião do Centro-Sul Paranaense;Foz do Jordão
PR;41;Mesorregião do Centro-Sul Paranaense;Goioxim
PR;41;Mesorregião do Centro-Sul Paranaense;Guarapuava
PR;41;Mesorregião do Centro-Sul Paranaense;Inácio Martins
PR;41;Mesorregião do Centro-Sul Paranaense;Laranjeiras do Sul
PR;41;Mesorregião do Centro-Sul Paranaense;Marquinho
PR;41;Mesorregião do Centro-Sul Paranaense;Nova Laranjeiras
PR;41;Mesorregião do Centro-Sul Paranaense;Pinhão
PR;41;Mesorregião do Centro-Sul Paranaense;Porto Barreiro
PR;41;Mesorregião do Centro-Sul Paranaense;Quedas do Iguaçu
PR;41;Mesorregião do Centro-Sul Paranaense;Reserva do Iguaçu
PR;41;Mesorregião do Centro-Sul Paranaense;Rio Bonito do Iguaçu
PR;41;Mesorregião do Centro-Sul Paranaense;Turvo
PR;41;Mesorregião do Centro-Sul Paranaense;Virmond
PR;41;Mesorregião do Centro-Sul Paranaense;Clevelândia
PR;41;Mesorregião do Centro-Sul Paranaense;Coronel Domingos Soares
PR;41;Mesorregião do Centro-Sul Paranaense;Honório Serpa
PR;41;Mesorregião do Centro-Sul Paranaense;Mangueirinha
PR;41;Mesorregião do Centro-Sul Paranaense;Palmas
PR;41;Mesorregião do Sudeste Paranaense;Fernandes Pinheiro
PR;41;Mesorregião do Sudeste Paranaense;Guamiranga
PR;41;Mesorregião do Sudeste Paranaense;Imbituva
PR;41;Mesorregião do Sudeste Paranaense;Ipiranga
PR;41;Mesorregião do Sudeste Paranaense;Ivaí
PR;41;Mesorregião do Sudeste Paranaense;Prudentópolis
PR;41;Mesorregião do Sudeste Paranaense;Teixeira Soares
PR;41;Mesorregião do Sudeste Paranaense;Irati
PR;41;Mesorregião do Sudeste Paranaense;Mallet
PR;41;Mesorregião do Sudeste Paranaense;Rebouças
PR;41;Mesorregião do Sudeste Paranaense;Rio Azul
PR;41;Mesorregião do Sudeste Paranaense;Bituruna
PR;41;Mesorregião do Sudeste Paranaense;Cruz Machado
PR;41;Mesorregião do Sudeste Paranaense;General Carneiro
PR;41;Mesorregião do Sudeste Paranaense;Paula Freitas
PR;41;Mesorregião do Sudeste Paranaense;Paulo Frontin
PR;41;Mesorregião do Sudeste Paranaense;Porto Vitória
PR;41;Mesorregião do Sudeste Paranaense;União da Vitória
PR;41;Mesorregião do Sudeste Paranaense;Antônio Olinto
PR;41;Mesorregião do Sudeste Paranaense;São João do Triunfo
PR;41;Mesorregião do Sudeste Paranaense;São Mateus do Sul
PR;41;Mesorregião Metropolitana de Curitiba;Adrianópolis
PR;41;Mesorregião Metropolitana de Curitiba;Cerro Azul
PR;41;Mesorregião Metropolitana de Curitiba;Doutor Ulysses
PR;41;Mesorregião Metropolitana de Curitiba;Lapa
PR;41;Mesorregião Metropolitana de Curitiba;Porto Amazonas
PR;41;Mesorregião Metropolitana de Curitiba;Almirante Tamandaré
PR;41;Mesorregião Metropolitana de Curitiba;Araucária
PR;41;Mesorregião Metropolitana de Curitiba;Balsa Nova
PR;41;Mesorregião Metropolitana de Curitiba;Bocaiúva do Sul
PR;41;Mesorregião Metropolitana de Curitiba;Campina Grande do Sul
PR;41;Mesorregião Metropolitana de Curitiba;Campo Largo
PR;41;Mesorregião Metropolitana de Curitiba;Campo Magro
PR;41;Mesorregião Metropolitana de Curitiba;Colombo
PR;41;Mesorregião Metropolitana de Curitiba;Contenda
PR;41;Mesorregião Metropolitana de Curitiba;Curitiba
PR;41;Mesorregião Metropolitana de Curitiba;Fazenda Rio Grande
PR;41;Mesorregião Metropolitana de Curitiba;Itaperuçu
PR;41;Mesorregião Metropolitana de Curitiba;Mandirituba
PR;41;Mesorregião Metropolitana de Curitiba;Pinhais
PR;41;Mesorregião Metropolitana de Curitiba;Piraquara
PR;41;Mesorregião Metropolitana de Curitiba;Quatro Barras
PR;41;Mesorregião Metropolitana de Curitiba;Rio Branco do Sul
PR;41;Mesorregião Metropolitana de Curitiba;São José dos Pinhais
PR;41;Mesorregião Metropolitana de Curitiba;Tunas do Paraná
PR;41;Mesorregião Metropolitana de Curitiba;Antonina
PR;41;Mesorregião Metropolitana de Curitiba;Guaraqueçaba
PR;41;Mesorregião Metropolitana de Curitiba;Guaratuba
PR;41;Mesorregião Metropolitana de Curitiba;Matinhos
PR;41;Mesorregião Metropolitana de Curitiba;Morretes
PR;41;Mesorregião Metropolitana de Curitiba;Paranaguá
PR;41;Mesorregião Metropolitana de Curitiba;Pontal do Paraná
PR;41;Mesorregião Metropolitana de Curitiba;Agudos do Sul
PR;41;Mesorregião Metropolitana de Curitiba;Campo do Tenente
PR;41;Mesorregião Metropolitana de Curitiba;Piên
PR;41;Mesorregião Metropolitana de Curitiba;Quitandinha
PR;41;Mesorregião Metropolitana de Curitiba;Rio Negro
PR;41;Mesorregião Metropolitana de Curitiba;Tijucas do Sul
